,CCN,S_005_01_DTC_RS_RATE _97_5,S_004_01_PPR_PD_OBS_READM,S_004_01_PPR_PD_RSRR_97_5,S_004_01_PPR_PD_RSRR_2_5,S_013_01_DENOMINATOR,S_002_01_NUMERATOR,S_013_01_NUMERATOR,S_005_01_DTC_OBS_RATE,S_005_01_DTC_RS_RATE_2_5,S_005_01_DTC_NUMBER,S_001_01_DENOMINATOR,S_002_01_ADJ_RATE,S_002_01_OBS_RATE,S_004_01_PPR_PD_VOLUME,S_005_01_DTC_VOLUME,S_013_01_OBS_RATE,S_001_01_OBS_RATE,S_002_01_DENOMINATOR,S_001_01_NUMERATOR,S_004_01_PPR_PD_RSRR,S_004_01_PPR_PD_OBS,S_006_01_MSPB_NUMB,S_006_01_MSPB_SCORE,S_004_01_PPR_PD_COMP_PERF,S_005_01_DTC_RS_RATE,S_005_01_DTC_COMP_PERF
7670,395260,41.34,Not Available,Not Available,Not Available,187,1,0,32.61,40.81,45,187,0.6,0.5,Not Available,138,0,96.3,186,180,Not Available,Not Available,131,0.8,Not Available,41.06,Worse than the National Rate
7671,395261,50.09,Not Available,Not Available,Not Available,106,0,0,51.96,49.46,53,106,0,0,Not Available,102,0,99.1,106,105,Not Available,Not Available,89,0.92,Not Available,49.75,Better than the National Rate
7672,395262,44.86,Not Available,Not Available,Not Available,74,0,0,26.92,44.2,14,74,0,0,Not Available,52,0,94.6,74,70,Not Available,Not Available,37,1.04,Not Available,44.53,Worse than the National Rate
7673,395264,41.07,Not Available,Not Available,Not Available,90,1,0,26.98,40.42,17,90,1.1,1.1,Not Available,63,0,100,90,90,Not Available,Not Available,64,0.76,Not Available,40.74,Worse than the National Rate
7674,395265,31.97,Not Available,Not Available,Not Available,188,4,1,24.71,31.59,42,188,2.2,2.1,Not Available,170,0.5,99.5,188,187,Not Available,Not Available,135,1.16,Not Available,31.78,Worse than the National Rate
7675,395266,57.73,Not Available,Not Available,Not Available,140,4,2,51.33,56.97,58,140,3.3,2.9,Not Available,113,1.4,93.6,140,131,Not Available,Not Available,98,1.05,Not Available,57.35,Better than the National Rate
7676,395270,40.24,Not Available,Not Available,Not Available,143,1,2,31.58,39.73,30,143,0.6,0.7,Not Available,95,1.4,96.5,143,138,Not Available,Not Available,89,1.09,Not Available,39.98,Worse than the National Rate
7677,395273,40.82,Not Available,Not Available,Not Available,195,7,0,29.6,40.28,37,196,3.8,3.7,Not Available,125,0,95.9,190,188,Not Available,Not Available,124,0.88,Not Available,40.57,Worse than the National Rate
7678,155197,66.21,Not Available,Not Available,Not Available,162,2,1,57.14,65.31,80,162,1.6,1.2,Not Available,140,0.6,98.8,162,160,Not Available,Not Available,140,1.08,Not Available,65.75,Better than the National Rate
7679,155198,61.75,Not Available,Not Available,Not Available,239,1,1,60.09,60.98,131,239,0.5,0.4,Not Available,218,0.4,99.6,239,238,Not Available,Not Available,203,0.92,Not Available,61.36,Better than the National Rate
7680,155199,48.11,Not Available,Not Available,Not Available,53,2,0,35.71,47.33,10,53,3.1,3.8,Not Available,28,0,100,53,53,Not Available,Not Available,33,1.15,Not Available,47.72,Worse than the National Rate
7681,155200,32.03,Not Available,Not Available,Not Available,38,0,0,13.89,31.6,5,38,0,0,Not Available,36,0,97.4,38,37,Not Available,Not Available,34,1.33,Not Available,31.82,Worse than the National Rate
7682,155202,Not Available,Not Available,Not Available,Not Available,50,0,2,Not Available,Not Available,Not Available,50,0,0,Not Available,19,4,100,50,50,Not Available,Not Available,30,1.4,Not Available,Not Available,Not Available
7683,155203,46.93,Not Available,Not Available,Not Available,186,3,2,31.08,46.22,46,186,1.6,1.6,Not Available,148,1.1,96.2,186,179,Not Available,Not Available,121,1.41,Not Available,46.59,Worse than the National Rate
7684,155205,60.02,Not Available,Not Available,Not Available,141,3,1,66.67,59.23,88,141,4.3,2.1,Not Available,132,0.7,100,141,141,Not Available,Not Available,113,0.9,Not Available,59.65,Better than the National Rate
7685,155206,51.43,Not Available,Not Available,Not Available,134,0,0,38.05,50.75,43,134,0,0,Not Available,113,0,100,134,134,Not Available,Not Available,98,1.15,Not Available,51.08,Better than the National Rate
7686,155207,48.03,Not Available,Not Available,Not Available,50,0,0,38.24,47.36,13,50,0,0,Not Available,34,0,96,50,48,Not Available,Not Available,29,0.82,Not Available,47.68,Worse than the National Rate
7687,155208,44.94,Not Available,Not Available,Not Available,42,1,1,33.33,44.31,12,42,2.8,2.4,Not Available,36,2.4,100,42,42,Not Available,Not Available,28,0.76,Not Available,44.62,Worse than the National Rate
7688,155209,47.69,Not Available,Not Available,Not Available,138,13,2,37.78,47,34,138,10.9,9.4,Not Available,90,1.4,94.9,138,131,Not Available,Not Available,88,1.39,Not Available,47.34,Worse than the National Rate
7689,155210,Not Available,Not Available,Not Available,Not Available,39,1,0,Not Available,Not Available,Not Available,39,3.7,2.6,Not Available,24,0,100,39,39,Not Available,Not Available,20,1.07,Not Available,Not Available,Not Available
7690,155211,Not Available,Not Available,Not Available,Not Available,17,Not Available,Not Available,Not Available,Not Available,Not Available,17,Not Available,Not Available,Not Available,14,Not Available,Not Available,17,Not Available,Not Available,Not Available,15,Not Available,Not Available,Not Available,Not Available
7691,155214,40.42,Not Available,Not Available,Not Available,201,14,2,32.67,39.94,49,201,7.4,7,Not Available,150,1,99,201,199,Not Available,Not Available,142,1.14,Not Available,40.19,Worse than the National Rate
7692,155215,51.14,Not Available,Not Available,Not Available,41,0,0,37.5,50.42,21,41,0,0,Not Available,56,0,100,41,41,Not Available,Not Available,55,1.25,Not Available,50.82,Better than the National Rate
7693,155217,36.24,Not Available,Not Available,Not Available,67,3,3,23.08,35.72,12,67,4.8,4.5,Not Available,52,4.5,97,67,65,Not Available,Not Available,45,1.55,Not Available,35.99,Worse than the National Rate
7694,155218,34.81,Not Available,Not Available,Not Available,144,2,1,18.28,34.29,17,144,1.1,1.4,Not Available,93,0.7,99.3,143,143,Not Available,Not Available,78,1.36,Not Available,34.55,Worse than the National Rate
7695,155219,36.24,Not Available,Not Available,Not Available,39,0,0,20.59,35.64,7,39,0,0,Not Available,34,0,100,38,39,Not Available,Not Available,31,1.2,Not Available,35.94,Worse than the National Rate
7696,395276,44.94,Not Available,Not Available,Not Available,186,2,0,37.69,44.37,49,187,1.1,1.1,Not Available,130,0,92.5,187,173,Not Available,Not Available,110,0.78,Not Available,44.65,Worse than the National Rate
7697,395277,30.08,Not Available,Not Available,Not Available,53,0,0,14.29,29.55,4,53,0,0,Not Available,28,0,86.8,53,46,Not Available,Not Available,34,0.93,Not Available,29.82,Worse than the National Rate
7698,395278,31.71,Not Available,Not Available,Not Available,202,1,1,30.63,31.33,49,202,0.7,0.5,Not Available,160,0.5,99,202,200,Not Available,Not Available,136,1.06,Not Available,31.52,Worse than the National Rate
7699,395279,46.43,Not Available,Not Available,Not Available,107,2,1,31.58,45.76,24,107,2.3,1.9,Not Available,76,0.9,70.1,107,75,Not Available,Not Available,63,1.15,Not Available,46.08,Worse than the National Rate
7700,395282,38.78,Not Available,Not Available,Not Available,162,0,1,24.52,38.29,38,163,0,0,Not Available,155,0.6,90.2,163,147,Not Available,Not Available,113,0.9,Not Available,38.55,Worse than the National Rate
7701,395283,54.75,Not Available,Not Available,Not Available,187,9,1,53.98,54.06,95,187,5.5,4.8,Not Available,176,0.5,96.8,187,181,Not Available,Not Available,137,0.84,Not Available,54.4,Better than the National Rate
7702,395284,32.27,Not Available,Not Available,Not Available,119,2,0,19.48,31.84,15,119,1.8,1.7,Not Available,77,0,100,119,119,Not Available,Not Available,61,1.32,Not Available,32.05,Worse than the National Rate
7703,395285,27.22,Not Available,Not Available,Not Available,34,0,3,16.13,26.79,5,34,0,0,Not Available,31,8.8,97.1,34,33,Not Available,Not Available,28,0.61,Not Available,27,Worse than the National Rate
7704,395286,33.43,Not Available,Not Available,Not Available,118,3,0,22.22,32.97,20,118,2.8,2.5,Not Available,90,0,92.4,118,109,Not Available,Not Available,80,1.14,Not Available,33.21,Worse than the National Rate
7705,395288,44.41,Not Available,Not Available,Not Available,239,5,1,32.35,43.85,55,240,2,2.1,Not Available,170,0.4,98.8,240,237,Not Available,Not Available,138,1.05,Not Available,44.14,Worse than the National Rate
7706,395289,34.77,Not Available,Not Available,Not Available,59,3,0,20.69,34.25,6,59,5.8,5.1,Not Available,29,0,96.6,59,57,Not Available,Not Available,23,1.57,Not Available,34.5,Worse than the National Rate
7707,395290,17.62,Not Available,Not Available,Not Available,146,8,1,9.52,17.35,10,146,5.2,5.5,Not Available,105,0.7,100,146,146,Not Available,Not Available,101,0.59,Not Available,17.48,Worse than the National Rate
7708,395292,46.61,Not Available,Not Available,Not Available,167,5,1,45.24,46.02,57,167,3.3,3,Not Available,126,0.6,100,167,167,Not Available,Not Available,111,0.95,Not Available,46.32,Worse than the National Rate
7709,395295,37.15,Not Available,Not Available,Not Available,63,1,1,27.03,36.67,10,64,1.9,1.6,Not Available,37,1.6,95.3,63,61,Not Available,Not Available,30,0.9,Not Available,36.89,Worse than the National Rate
7710,395296,28.17,Not Available,Not Available,Not Available,280,2,8,14.2,27.61,23,280,0.8,0.7,Not Available,162,2.9,98.9,280,277,Not Available,Not Available,119,0.86,Not Available,27.87,Worse than the National Rate
7711,395297,35.57,Not Available,Not Available,Not Available,100,2,1,25.81,35.16,16,100,2.1,2,Not Available,62,1,100,99,100,Not Available,Not Available,54,1.13,Not Available,35.37,Worse than the National Rate
7712,395298,55.57,Not Available,Not Available,Not Available,87,1,1,46.67,54.76,28,87,1.2,1.1,Not Available,60,1.1,94.3,87,82,Not Available,Not Available,59,1.09,Not Available,55.17,Better than the National Rate
7713,395300,62.06,Not Available,Not Available,Not Available,136,0,1,57,61.16,57,136,0,0,Not Available,100,0.7,93.4,136,127,Not Available,Not Available,92,1.04,Not Available,61.61,Better than the National Rate
7714,155220,21.13,Not Available,Not Available,Not Available,221,10,3,10.83,20.86,17,221,3.8,4.6,Not Available,157,1.4,89.6,219,198,Not Available,Not Available,128,1.53,Not Available,21,Worse than the National Rate
7715,155221,61.67,Not Available,Not Available,Not Available,207,2,0,50.25,60.84,100,207,1.5,1,Not Available,199,0,99.5,207,206,Not Available,Not Available,179,0.93,Not Available,61.27,Better than the National Rate
7716,155222,44.4,Not Available,Not Available,Not Available,101,2,2,30.77,43.73,20,101,2.2,2,Not Available,65,2,96,101,97,Not Available,Not Available,54,1.42,Not Available,44.08,Worse than the National Rate
7717,155223,41.34,Not Available,Not Available,Not Available,109,2,2,35.06,40.78,27,109,1.9,1.8,Not Available,77,1.8,99.1,109,108,Not Available,Not Available,79,1.35,Not Available,41.06,Worse than the National Rate
7718,155224,32.38,Not Available,Not Available,Not Available,52,1,0,16.39,31.87,10,52,1.9,1.9,Not Available,61,0,100,52,52,Not Available,Not Available,65,1.23,Not Available,32.12,Worse than the National Rate
7719,155226,52.03,Not Available,Not Available,Not Available,94,10,0,36.96,51.23,17,94,8.4,10.6,Not Available,46,0,95.7,94,90,Not Available,Not Available,55,1.38,Not Available,51.64,Better than the National Rate
7720,155228,42.77,Not Available,Not Available,Not Available,39,0,1,24.39,42.02,10,39,0,0,Not Available,41,2.6,100,39,39,Not Available,Not Available,38,1.01,Not Available,42.37,Worse than the National Rate
7721,155229,47.88,Not Available,Not Available,Not Available,82,1,1,35.82,47.27,24,82,1.4,1.2,Not Available,67,1.2,98.8,82,81,Not Available,Not Available,69,1.2,Not Available,47.57,Worse than the National Rate
7722,155230,52.95,Not Available,Not Available,Not Available,61,0,2,36,52.18,18,61,0,0,Not Available,50,3.3,96.7,61,59,Not Available,Not Available,60,1.4,Not Available,52.58,Better than the National Rate
7723,155231,55.27,Not Available,Not Available,Not Available,59,0,0,44.19,54.48,19,59,0,0,Not Available,43,0,98.3,59,58,Not Available,Not Available,49,1.6,Not Available,54.88,Better than the National Rate
7724,155232,40.29,Not Available,Not Available,Not Available,45,3,0,23.68,39.74,9,45,6.6,7,Not Available,38,0,100,43,45,Not Available,Not Available,28,0.82,Not Available,40.02,Worse than the National Rate
7725,155233,46.21,Not Available,Not Available,Not Available,92,1,0,36.07,45.64,22,92,1.1,1.1,Not Available,61,0,77.2,92,71,Not Available,Not Available,50,1.1,Not Available,45.92,Worse than the National Rate
7726,155234,Not Available,Not Available,Not Available,Not Available,29,1,0,Not Available,Not Available,Not Available,29,3.4,3.4,Not Available,23,0,100,29,29,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available
7727,155235,44.33,Not Available,Not Available,Not Available,70,2,0,42.31,43.77,22,70,3.8,2.9,Not Available,52,0,100,70,70,Not Available,Not Available,50,0.96,Not Available,44.05,Worse than the National Rate
7728,155236,51.12,Not Available,Not Available,Not Available,147,2,1,40.63,50.46,39,147,1.5,1.4,Not Available,96,0.7,100,145,147,Not Available,Not Available,97,0.93,Not Available,50.79,Better than the National Rate
7729,155237,56,Not Available,Not Available,Not Available,86,1,1,42.37,55.17,25,86,1.1,1.2,Not Available,59,1.2,98.8,86,85,Not Available,Not Available,71,1.3,Not Available,55.59,Better than the National Rate
7730,155238,47.39,Not Available,Not Available,Not Available,52,2,1,35,46.79,14,52,4.3,3.8,Not Available,40,1.9,100,52,52,Not Available,Not Available,31,1.11,Not Available,47.09,Worse than the National Rate
7731,395305,74.18,Not Available,Not Available,Not Available,124,2,0,67.42,73.15,60,124,1.7,1.6,Not Available,89,0,96.8,124,120,Not Available,Not Available,89,1.04,Not Available,73.68,Better than the National Rate
7732,395307,46.93,Not Available,Not Available,Not Available,67,1,1,48.98,46.29,24,67,2.1,1.5,Not Available,49,1.5,88.1,67,59,Not Available,Not Available,54,0.64,Not Available,46.63,Worse than the National Rate
7733,395309,65.03,Not Available,Not Available,Not Available,173,1,1,51.08,64.13,71,173,0.7,0.6,Not Available,139,0.6,100,173,173,Not Available,Not Available,136,0.93,Not Available,64.57,Better than the National Rate
7734,395311,49.04,Not Available,Not Available,Not Available,76,0,0,33.93,48.31,19,76,0,0,Not Available,56,0,98.7,76,75,Not Available,Not Available,63,1,Not Available,48.69,No Different than the National Rate
7735,395313,43.38,Not Available,Not Available,Not Available,55,1,0,27.91,42.72,12,55,1.8,1.8,Not Available,43,0,98.2,55,54,Not Available,Not Available,41,1,Not Available,43.05,Worse than the National Rate
7736,395316,52.82,Not Available,Not Available,Not Available,125,3,1,46.99,52.03,39,125,2.7,2.4,Not Available,83,0.8,99.2,125,124,Not Available,Not Available,77,1.21,Not Available,52.43,Better than the National Rate
7737,395317,54.14,Not Available,Not Available,Not Available,70,2,0,47.69,53.39,31,70,3.8,2.9,Not Available,65,0,98.6,70,69,Not Available,Not Available,46,0.88,Not Available,53.77,Better than the National Rate
7738,395318,56.72,Not Available,Not Available,Not Available,165,2,2,47.92,56,69,165,1.6,1.2,Not Available,144,1.2,97,165,160,Not Available,Not Available,126,0.94,Not Available,56.36,Better than the National Rate
7739,395319,54.03,Not Available,Not Available,Not Available,259,6,1,44.85,53.35,87,259,2.5,2.3,Not Available,194,0.4,98.5,259,255,Not Available,Not Available,178,0.75,Not Available,53.68,Better than the National Rate
7740,395321,65.26,Not Available,Not Available,Not Available,345,10,5,60.47,64.39,182,345,3.5,2.9,Not Available,301,1.4,98.8,345,341,Not Available,Not Available,260,0.94,Not Available,64.81,Better than the National Rate
7741,395324,44.1,Not Available,Not Available,Not Available,184,6,0,35.04,43.54,48,185,3.5,3.3,Not Available,137,0,99.5,184,184,Not Available,Not Available,115,0.97,Not Available,43.81,Worse than the National Rate
7742,395325,56.47,Not Available,Not Available,Not Available,134,6,0,51.25,55.67,41,134,4.9,4.5,Not Available,80,0,91.8,134,123,Not Available,Not Available,93,0.82,Not Available,56.07,Better than the National Rate
7743,395326,33.16,Not Available,Not Available,Not Available,63,1,0,22.92,32.76,11,63,1.6,1.6,Not Available,48,0,100,63,63,Not Available,Not Available,46,0.98,Not Available,32.95,Worse than the National Rate
7744,395328,55.28,Not Available,Not Available,Not Available,39,1,0,50,54.47,15,39,2.5,2.6,Not Available,30,0,92.3,39,36,Not Available,Not Available,32,0.69,Not Available,54.87,Better than the National Rate
7745,395329,61.62,Not Available,Not Available,Not Available,369,2,1,76.15,60.8,249,371,0.8,0.5,Not Available,327,0.3,97.3,371,361,Not Available,Not Available,300,0.78,Not Available,61.21,Better than the National Rate
7746,395330,23.21,Not Available,Not Available,Not Available,60,0,0,8.51,22.75,4,60,0,0,Not Available,47,0,100,60,60,Not Available,Not Available,51,1.08,Not Available,22.98,Worse than the National Rate
7747,395331,36.93,Not Available,Not Available,Not Available,206,10,2,26.61,36.5,33,206,5.4,4.9,Not Available,124,1,97.6,206,201,Not Available,Not Available,118,0.94,Not Available,36.71,Worse than the National Rate
7748,395332,51.89,Not Available,Not Available,Not Available,202,3,1,45,51.2,63,202,1.7,1.5,Not Available,140,0.5,98,202,198,Not Available,Not Available,155,0.85,Not Available,51.54,Better than the National Rate
